portfolioRefCode;currencyCode;accountNo;cashAccountName;refCode;iban
nt6545;TL;749621;N6545;N-7046;TR00000000005573775
nt6546;TL;749622;N6546;N-7047;TR00000000005573776
nt6547;TL;749623;N6547;N-7048;TR00000000005573777
nt6548;TL;749624;N6548;N-7049;TR00000000005573778
nt6549;TL;749625;N6549;N-7050;TR00000000005573779
nt6550;TL;749626;N6550;N-7051;TR00000000005573780
nt6551;TL;749627;N6551;N-7052;TR00000000005573781
nt6552;TL;749628;N6552;N-7053;TR00000000005573782
nt6553;TL;749629;N6553;N-7054;TR00000000005573783
nt6554;TL;749630;N6554;N-7055;TR00000000005573784
nt6555;TL;749631;N6555;N-7056;TR00000000005573785
nt6556;TL;749632;N6556;N-7057;TR00000000005573786
nt6557;TL;749633;N6557;N-7058;TR00000000005573787
nt6558;TL;749634;N6558;N-7059;TR00000000005573788
nt6559;TL;749635;N6559;N-7060;TR00000000005573789
nt6560;TL;749636;N6560;N-7061;TR00000000005573790
nt6561;TL;749637;N6561;N-7062;TR00000000005573791
nt6562;TL;749638;N6562;N-7063;TR00000000005573792
nt6563;TL;749639;N6563;N-7064;TR00000000005573793
nt6564;TL;749640;N6564;N-7065;TR00000000005573794
nt6565;TL;749641;N6565;N-7066;TR00000000005573795
nt6566;TL;749642;N6566;N-7067;TR00000000005573796
nt6567;TL;749643;N6567;N-7068;TR00000000005573797
nt6568;TL;749644;N6568;N-7069;TR00000000005573798
nt6569;TL;749645;N6569;N-7070;TR00000000005573799
nt6570;TL;749646;N6570;N-7071;TR00000000005573800
nt6571;TL;749647;N6571;N-7072;TR00000000005573801
nt6572;TL;749648;N6572;N-7073;TR00000000005573802
nt6573;TL;749649;N6573;N-7074;TR00000000005573803
nt6574;TL;749650;N6574;N-7075;TR00000000005573804
nt6575;TL;749651;N6575;N-7076;TR00000000005573805
nt6576;TL;749652;N6576;N-7077;TR00000000005573806
nt6577;TL;749653;N6577;N-7078;TR00000000005573807
nt6578;TL;749654;N6578;N-7079;TR00000000005573808
nt6579;TL;749655;N6579;N-7080;TR00000000005573809
nt6580;TL;749656;N6580;N-7081;TR00000000005573810
nt6581;TL;749657;N6581;N-7082;TR00000000005573811
nt6582;TL;749658;N6582;N-7083;TR00000000005573812
nt6583;TL;749659;N6583;N-7084;TR00000000005573813
nt6584;TL;749660;N6584;N-7085;TR00000000005573814
nt6585;TL;749661;N6585;N-7086;TR00000000005573815
nt6586;TL;749662;N6586;N-7087;TR00000000005573816
nt6587;TL;749663;N6587;N-7088;TR00000000005573817
nt6588;TL;749664;N6588;N-7089;TR00000000005573818
nt6589;TL;749665;N6589;N-7090;TR00000000005573819
nt6590;TL;749666;N6590;N-7091;TR00000000005573820
nt6591;TL;749667;N6591;N-7092;TR00000000005573821
nt6592;TL;749668;N6592;N-7093;TR00000000005573822
nt6593;TL;749669;N6593;N-7094;TR00000000005573823
nt6594;TL;749670;N6594;N-7095;TR00000000005573824
nt6595;TL;749671;N6595;N-7096;TR00000000005573825
nt6596;TL;749672;N6596;N-7097;TR00000000005573826
nt6597;TL;749673;N6597;N-7098;TR00000000005573827
nt6598;TL;749674;N6598;N-7099;TR00000000005573828
nt6599;TL;749675;N6599;N-7100;TR00000000005573829
nt6600;TL;749676;N6600;N-7101;TR00000000005573830
nt6601;TL;749677;N6601;N-7102;TR00000000005573831
nt6602;TL;749678;N6602;N-7103;TR00000000005573832
nt6603;TL;749679;N6603;N-7104;TR00000000005573833
nt6604;TL;749680;N6604;N-7105;TR00000000005573834
nt6605;TL;749681;N6605;N-7106;TR00000000005573835
nt6606;TL;749682;N6606;N-7107;TR00000000005573836
nt6607;TL;749683;N6607;N-7108;TR00000000005573837
nt6608;TL;749684;N6608;N-7109;TR00000000005573838
nt6609;TL;749685;N6609;N-7110;TR00000000005573839
nt6610;TL;749686;N6610;N-7111;TR00000000005573840
nt6611;TL;749687;N6611;N-7112;TR00000000005573841
nt6612;TL;749688;N6612;N-7113;TR00000000005573842
nt6613;TL;749689;N6613;N-7114;TR00000000005573843
nt6614;TL;749690;N6614;N-7115;TR00000000005573844
nt6615;TL;749691;N6615;N-7116;TR00000000005573845
nt6616;TL;749692;N6616;N-7117;TR00000000005573846
nt6617;TL;749693;N6617;N-7118;TR00000000005573847
nt6618;TL;749694;N6618;N-7119;TR00000000005573848
nt6619;TL;749695;N6619;N-7120;TR00000000005573849
nt6620;TL;749696;N6620;N-7121;TR00000000005573850
nt6621;TL;749697;N6621;N-7122;TR00000000005573851
nt6622;TL;749698;N6622;N-7123;TR00000000005573852
nt6623;TL;749699;N6623;N-7124;TR00000000005573853
nt6624;TL;749700;N6624;N-7125;TR00000000005573854
nt6625;TL;749701;N6625;N-7126;TR00000000005573855
nt6626;TL;749702;N6626;N-7127;TR00000000005573856
nt6627;TL;749703;N6627;N-7128;TR00000000005573857
nt6628;TL;749704;N6628;N-7129;TR00000000005573858
nt6629;TL;749705;N6629;N-7130;TR00000000005573859
nt6630;TL;749706;N6630;N-7131;TR00000000005573860
nt6631;TL;749707;N6631;N-7132;TR00000000005573861
nt6632;TL;749708;N6632;N-7133;TR00000000005573862
nt6633;TL;749709;N6633;N-7134;TR00000000005573863
nt6634;TL;749710;N6634;N-7135;TR00000000005573864
nt6635;TL;749711;N6635;N-7136;TR00000000005573865
nt6636;TL;749712;N6636;N-7137;TR00000000005573866
nt6637;TL;749713;N6637;N-7138;TR00000000005573867
nt6638;TL;749714;N6638;N-7139;TR00000000005573868
nt6639;TL;749715;N6639;N-7140;TR00000000005573869
nt6640;TL;749716;N6640;N-7141;TR00000000005573870
nt6641;TL;749717;N6641;N-7142;TR00000000005573871
nt6642;TL;749718;N6642;N-7143;TR00000000005573872
nt6643;TL;749719;N6643;N-7144;TR00000000005573873
nt6644;TL;749720;N6644;N-7145;TR00000000005573874
nt6645;TL;749721;N6645;N-7146;TR00000000005573875
nt6646;TL;749722;N6646;N-7147;TR00000000005573876
nt6647;TL;749723;N6647;N-7148;TR00000000005573877
nt6648;TL;749724;N6648;N-7149;TR00000000005573878
nt6649;TL;749725;N6649;N-7150;TR00000000005573879
nt6650;TL;749726;N6650;N-7151;TR00000000005573880
nt6651;TL;749727;N6651;N-7152;TR00000000005573881
nt6652;TL;749728;N6652;N-7153;TR00000000005573882
nt6653;TL;749729;N6653;N-7154;TR00000000005573883
nt6654;TL;749730;N6654;N-7155;TR00000000005573884
nt6655;TL;749731;N6655;N-7156;TR00000000005573885
nt6656;TL;749732;N6656;N-7157;TR00000000005573886
nt6657;TL;749733;N6657;N-7158;TR00000000005573887
nt6658;TL;749734;N6658;N-7159;TR00000000005573888
nt6659;TL;749735;N6659;N-7160;TR00000000005573889
nt6660;TL;749736;N6660;N-7161;TR00000000005573890
nt6661;TL;749737;N6661;N-7162;TR00000000005573891
nt6662;TL;749738;N6662;N-7163;TR00000000005573892
nt6663;TL;749739;N6663;N-7164;TR00000000005573893
nt6664;TL;749740;N6664;N-7165;TR00000000005573894
nt6665;TL;749741;N6665;N-7166;TR00000000005573895
nt6666;TL;749742;N6666;N-7167;TR00000000005573896
nt6667;TL;749743;N6667;N-7168;TR00000000005573897
nt6668;TL;749744;N6668;N-7169;TR00000000005573898
nt6669;TL;749745;N6669;N-7170;TR00000000005573899
nt6670;TL;749746;N6670;N-7171;TR00000000005573900
nt6671;TL;749747;N6671;N-7172;TR00000000005573901
nt6672;TL;749748;N6672;N-7173;TR00000000005573902
nt6673;TL;749749;N6673;N-7174;TR00000000005573903
nt6674;TL;749750;N6674;N-7175;TR00000000005573904
nt6675;TL;749751;N6675;N-7176;TR00000000005573905
nt6676;TL;749752;N6676;N-7177;TR00000000005573906
nt6677;TL;749753;N6677;N-7178;TR00000000005573907
nt6678;TL;749754;N6678;N-7179;TR00000000005573908
nt6679;TL;749755;N6679;N-7180;TR00000000005573909
nt6680;TL;749756;N6680;N-7181;TR00000000005573910
nt6681;TL;749757;N6681;N-7182;TR00000000005573911
nt6682;TL;749758;N6682;N-7183;TR00000000005573912
nt6683;TL;749759;N6683;N-7184;TR00000000005573913
nt6684;TL;749760;N6684;N-7185;TR00000000005573914
nt6685;TL;749761;N6685;N-7186;TR00000000005573915
nt6686;TL;749762;N6686;N-7187;TR00000000005573916
nt6687;TL;749763;N6687;N-7188;TR00000000005573917
nt6688;TL;749764;N6688;N-7189;TR00000000005573918
nt6689;TL;749765;N6689;N-7190;TR00000000005573919
nt6690;TL;749766;N6690;N-7191;TR00000000005573920
nt6691;TL;749767;N6691;N-7192;TR00000000005573921
nt6692;TL;749768;N6692;N-7193;TR00000000005573922
nt6693;TL;749769;N6693;N-7194;TR00000000005573923
nt6694;TL;749770;N6694;N-7195;TR00000000005573924
nt6695;TL;749771;N6695;N-7196;TR00000000005573925
nt6696;TL;749772;N6696;N-7197;TR00000000005573926
nt6697;TL;749773;N6697;N-7198;TR00000000005573927
nt6698;TL;749774;N6698;N-7199;TR00000000005573928
nt6699;TL;749775;N6699;N-7200;TR00000000005573929
nt6700;TL;749776;N6700;N-7201;TR00000000005573930
nt6701;TL;749777;N6701;N-7202;TR00000000005573931
nt6702;TL;749778;N6702;N-7203;TR00000000005573932
nt6703;TL;749779;N6703;N-7204;TR00000000005573933
nt6704;TL;749780;N6704;N-7205;TR00000000005573934
nt6705;TL;749781;N6705;N-7206;TR00000000005573935
nt6706;TL;749782;N6706;N-7207;TR00000000005573936
nt6707;TL;749783;N6707;N-7208;TR00000000005573937
nt6708;TL;749784;N6708;N-7209;TR00000000005573938
nt6709;TL;749785;N6709;N-7210;TR00000000005573939
nt6710;TL;749786;N6710;N-7211;TR00000000005573940
nt6711;TL;749787;N6711;N-7212;TR00000000005573941
nt6712;TL;749788;N6712;N-7213;TR00000000005573942
nt6713;TL;749789;N6713;N-7214;TR00000000005573943
nt6714;TL;749790;N6714;N-7215;TR00000000005573944
nt6715;TL;749791;N6715;N-7216;TR00000000005573945
nt6716;TL;749792;N6716;N-7217;TR00000000005573946
nt6717;TL;749793;N6717;N-7218;TR00000000005573947
nt6718;TL;749794;N6718;N-7219;TR00000000005573948
nt6719;TL;749795;N6719;N-7220;TR00000000005573949
nt6720;TL;749796;N6720;N-7221;TR00000000005573950
nt6721;TL;749797;N6721;N-7222;TR00000000005573951
nt6722;TL;749798;N6722;N-7223;TR00000000005573952
nt6723;TL;749799;N6723;N-7224;TR00000000005573953
nt6724;TL;749800;N6724;N-7225;TR00000000005573954
nt6725;TL;749801;N6725;N-7226;TR00000000005573955
nt6726;TL;749802;N6726;N-7227;TR00000000005573956
nt6727;TL;749803;N6727;N-7228;TR00000000005573957
nt6728;TL;749804;N6728;N-7229;TR00000000005573958
nt6729;TL;749805;N6729;N-7230;TR00000000005573959
nt6730;TL;749806;N6730;N-7231;TR00000000005573960
nt6731;TL;749807;N6731;N-7232;TR00000000005573961
nt6732;TL;749808;N6732;N-7233;TR00000000005573962
nt6733;TL;749809;N6733;N-7234;TR00000000005573963
nt6734;TL;749810;N6734;N-7235;TR00000000005573964
nt6735;TL;749811;N6735;N-7236;TR00000000005573965
nt6736;TL;749812;N6736;N-7237;TR00000000005573966
nt6737;TL;749813;N6737;N-7238;TR00000000005573967
nt6738;TL;749814;N6738;N-7239;TR00000000005573968
nt6739;TL;749815;N6739;N-7240;TR00000000005573969
nt6740;TL;749816;N6740;N-7241;TR00000000005573970
nt6741;TL;749817;N6741;N-7242;TR00000000005573971
nt6742;TL;749818;N6742;N-7243;TR00000000005573972
nt6743;TL;749819;N6743;N-7244;TR00000000005573973
nt6744;TL;749820;N6744;N-7245;TR00000000005573974
nt6745;TL;749821;N6745;N-7246;TR00000000005573975
nt6746;TL;749822;N6746;N-7247;TR00000000005573976
nt6747;TL;749823;N6747;N-7248;TR00000000005573977
nt6748;TL;749824;N6748;N-7249;TR00000000005573978
nt6749;TL;749825;N6749;N-7250;TR00000000005573979
nt6750;TL;749826;N6750;N-7251;TR00000000005573980
nt6751;TL;749827;N6751;N-7252;TR00000000005573981
nt6752;TL;749828;N6752;N-7253;TR00000000005573982
nt6753;TL;749829;N6753;N-7254;TR00000000005573983
nt6754;TL;749830;N6754;N-7255;TR00000000005573984
nt6755;TL;749831;N6755;N-7256;TR00000000005573985
nt6756;TL;749832;N6756;N-7257;TR00000000005573986
nt6757;TL;749833;N6757;N-7258;TR00000000005573987
nt6758;TL;749834;N6758;N-7259;TR00000000005573988
nt6759;TL;749835;N6759;N-7260;TR00000000005573989
nt6760;TL;749836;N6760;N-7261;TR00000000005573990
nt6761;TL;749837;N6761;N-7262;TR00000000005573991
nt6762;TL;749838;N6762;N-7263;TR00000000005573992
nt6763;TL;749839;N6763;N-7264;TR00000000005573993
nt6764;TL;749840;N6764;N-7265;TR00000000005573994
nt6765;TL;749841;N6765;N-7266;TR00000000005573995
nt6766;TL;749842;N6766;N-7267;TR00000000005573996
nt6767;TL;749843;N6767;N-7268;TR00000000005573997
nt6768;TL;749844;N6768;N-7269;TR00000000005573998
nt6769;TL;749845;N6769;N-7270;TR00000000005573999
nt6770;TL;749846;N6770;N-7271;TR00000000005574000
nt6771;TL;749847;N6771;N-7272;TR00000000005574001
nt6772;TL;749848;N6772;N-7273;TR00000000005574002
nt6773;TL;749849;N6773;N-7274;TR00000000005574003
nt6774;TL;749850;N6774;N-7275;TR00000000005574004
nt6775;TL;749851;N6775;N-7276;TR00000000005574005
nt6776;TL;749852;N6776;N-7277;TR00000000005574006
nt6777;TL;749853;N6777;N-7278;TR00000000005574007
nt6778;TL;749854;N6778;N-7279;TR00000000005574008
nt6779;TL;749855;N6779;N-7280;TR00000000005574009
nt6780;TL;749856;N6780;N-7281;TR00000000005574010
nt6781;TL;749857;N6781;N-7282;TR00000000005574011
nt6782;TL;749858;N6782;N-7283;TR00000000005574012
nt6783;TL;749859;N6783;N-7284;TR00000000005574013
nt6784;TL;749860;N6784;N-7285;TR00000000005574014
nt6785;TL;749861;N6785;N-7286;TR00000000005574015
nt6786;TL;749862;N6786;N-7287;TR00000000005574016
nt6787;TL;749863;N6787;N-7288;TR00000000005574017
nt6788;TL;749864;N6788;N-7289;TR00000000005574018
nt6789;TL;749865;N6789;N-7290;TR00000000005574019
nt6790;TL;749866;N6790;N-7291;TR00000000005574020
nt6791;TL;749867;N6791;N-7292;TR00000000005574021
nt6792;TL;749868;N6792;N-7293;TR00000000005574022
nt6793;TL;749869;N6793;N-7294;TR00000000005574023
nt6794;TL;749870;N6794;N-7295;TR00000000005574024
nt6795;TL;749871;N6795;N-7296;TR00000000005574025
nt6796;TL;749872;N6796;N-7297;TR00000000005574026
nt6797;TL;749873;N6797;N-7298;TR00000000005574027
nt6798;TL;749874;N6798;N-7299;TR00000000005574028
nt6799;TL;749875;N6799;N-7300;TR00000000005574029
nt6800;TL;749876;N6800;N-7301;TR00000000005574030
nt6801;TL;749877;N6801;N-7302;TR00000000005574031
nt6802;TL;749878;N6802;N-7303;TR00000000005574032
nt6803;TL;749879;N6803;N-7304;TR00000000005574033
nt6804;TL;749880;N6804;N-7305;TR00000000005574034
nt6805;TL;749881;N6805;N-7306;TR00000000005574035
nt6806;TL;749882;N6806;N-7307;TR00000000005574036
nt6807;TL;749883;N6807;N-7308;TR00000000005574037
nt6808;TL;749884;N6808;N-7309;TR00000000005574038
nt6809;TL;749885;N6809;N-7310;TR00000000005574039
nt6810;TL;749886;N6810;N-7311;TR00000000005574040
nt6811;TL;749887;N6811;N-7312;TR00000000005574041
nt6812;TL;749888;N6812;N-7313;TR00000000005574042
nt6813;TL;749889;N6813;N-7314;TR00000000005574043
nt6814;TL;749890;N6814;N-7315;TR00000000005574044
nt6815;TL;749891;N6815;N-7316;TR00000000005574045
nt6816;TL;749892;N6816;N-7317;TR00000000005574046
nt6817;TL;749893;N6817;N-7318;TR00000000005574047
nt6818;TL;749894;N6818;N-7319;TR00000000005574048
nt6819;TL;749895;N6819;N-7320;TR00000000005574049
nt6820;TL;749896;N6820;N-7321;TR00000000005574050
nt6821;TL;749897;N6821;N-7322;TR00000000005574051
nt6822;TL;749898;N6822;N-7323;TR00000000005574052
nt6823;TL;749899;N6823;N-7324;TR00000000005574053
nt6824;TL;749900;N6824;N-7325;TR00000000005574054
nt6825;TL;749901;N6825;N-7326;TR00000000005574055
nt6826;TL;749902;N6826;N-7327;TR00000000005574056
nt6827;TL;749903;N6827;N-7328;TR00000000005574057
nt6828;TL;749904;N6828;N-7329;TR00000000005574058
nt6829;TL;749905;N6829;N-7330;TR00000000005574059
nt6830;TL;749906;N6830;N-7331;TR00000000005574060
nt6831;TL;749907;N6831;N-7332;TR00000000005574061
nt6832;TL;749908;N6832;N-7333;TR00000000005574062
nt6833;TL;749909;N6833;N-7334;TR00000000005574063
nt6834;TL;749910;N6834;N-7335;TR00000000005574064
nt6835;TL;749911;N6835;N-7336;TR00000000005574065
nt6836;TL;749912;N6836;N-7337;TR00000000005574066
nt6837;TL;749913;N6837;N-7338;TR00000000005574067
nt6838;TL;749914;N6838;N-7339;TR00000000005574068
nt6839;TL;749915;N6839;N-7340;TR00000000005574069
nt6840;TL;749916;N6840;N-7341;TR00000000005574070
nt6841;TL;749917;N6841;N-7342;TR00000000005574071
nt6842;TL;749918;N6842;N-7343;TR00000000005574072
nt6843;TL;749919;N6843;N-7344;TR00000000005574073
nt6844;TL;749920;N6844;N-7345;TR00000000005574074
nt6845;TL;749921;N6845;N-7346;TR00000000005574075
nt6846;TL;749922;N6846;N-7347;TR00000000005574076
nt6847;TL;749923;N6847;N-7348;TR00000000005574077
nt6848;TL;749924;N6848;N-7349;TR00000000005574078
nt6849;TL;749925;N6849;N-7350;TR00000000005574079
nt6850;TL;749926;N6850;N-7351;TR00000000005574080
nt6851;TL;749927;N6851;N-7352;TR00000000005574081
nt6852;TL;749928;N6852;N-7353;TR00000000005574082
nt6853;TL;749929;N6853;N-7354;TR00000000005574083
nt6854;TL;749930;N6854;N-7355;TR00000000005574084
nt6855;TL;749931;N6855;N-7356;TR00000000005574085
nt6856;TL;749932;N6856;N-7357;TR00000000005574086
nt6857;TL;749933;N6857;N-7358;TR00000000005574087
nt6858;TL;749934;N6858;N-7359;TR00000000005574088
nt6859;TL;749935;N6859;N-7360;TR00000000005574089
nt6860;TL;749936;N6860;N-7361;TR00000000005574090
nt6861;TL;749937;N6861;N-7362;TR00000000005574091
nt6862;TL;749938;N6862;N-7363;TR00000000005574092
nt6863;TL;749939;N6863;N-7364;TR00000000005574093
nt6864;TL;749940;N6864;N-7365;TR00000000005574094
nt6865;TL;749941;N6865;N-7366;TR00000000005574095
nt6866;TL;749942;N6866;N-7367;TR00000000005574096
nt6867;TL;749943;N6867;N-7368;TR00000000005574097
nt6868;TL;749944;N6868;N-7369;TR00000000005574098
nt6869;TL;749945;N6869;N-7370;TR00000000005574099
nt6870;TL;749946;N6870;N-7371;TR00000000005574100
nt6871;TL;749947;N6871;N-7372;TR00000000005574101
nt6872;TL;749948;N6872;N-7373;TR00000000005574102
nt6873;TL;749949;N6873;N-7374;TR00000000005574103
nt6874;TL;749950;N6874;N-7375;TR00000000005574104
nt6875;TL;749951;N6875;N-7376;TR00000000005574105
nt6876;TL;749952;N6876;N-7377;TR00000000005574106
nt6877;TL;749953;N6877;N-7378;TR00000000005574107
nt6878;TL;749954;N6878;N-7379;TR00000000005574108
nt6879;TL;749955;N6879;N-7380;TR00000000005574109
nt6880;TL;749956;N6880;N-7381;TR00000000005574110
nt6881;TL;749957;N6881;N-7382;TR00000000005574111
nt6882;TL;749958;N6882;N-7383;TR00000000005574112
nt6883;TL;749959;N6883;N-7384;TR00000000005574113
nt6884;TL;749960;N6884;N-7385;TR00000000005574114
nt6885;TL;749961;N6885;N-7386;TR00000000005574115
nt6886;TL;749962;N6886;N-7387;TR00000000005574116
nt6887;TL;749963;N6887;N-7388;TR00000000005574117
nt6888;TL;749964;N6888;N-7389;TR00000000005574118
nt6889;TL;749965;N6889;N-7390;TR00000000005574119
nt6890;TL;749966;N6890;N-7391;TR00000000005574120
nt6891;TL;749967;N6891;N-7392;TR00000000005574121
nt6892;TL;749968;N6892;N-7393;TR00000000005574122
nt6893;TL;749969;N6893;N-7394;TR00000000005574123
nt6894;TL;749970;N6894;N-7395;TR00000000005574124
nt6895;TL;749971;N6895;N-7396;TR00000000005574125
nt6896;TL;749972;N6896;N-7397;TR00000000005574126
nt6897;TL;749973;N6897;N-7398;TR00000000005574127
nt6898;TL;749974;N6898;N-7399;TR00000000005574128
nt6899;TL;749975;N6899;N-7400;TR00000000005574129
nt6900;TL;749976;N6900;N-7401;TR00000000005574130
nt6901;TL;749977;N6901;N-7402;TR00000000005574131
nt6902;TL;749978;N6902;N-7403;TR00000000005574132
nt6903;TL;749979;N6903;N-7404;TR00000000005574133
nt6904;TL;749980;N6904;N-7405;TR00000000005574134
nt6905;TL;749981;N6905;N-7406;TR00000000005574135
nt6906;TL;749982;N6906;N-7407;TR00000000005574136
nt6907;TL;749983;N6907;N-7408;TR00000000005574137
nt6908;TL;749984;N6908;N-7409;TR00000000005574138
nt6909;TL;749985;N6909;N-7410;TR00000000005574139
nt6910;TL;749986;N6910;N-7411;TR00000000005574140
nt6911;TL;749987;N6911;N-7412;TR00000000005574141
nt6912;TL;749988;N6912;N-7413;TR00000000005574142
nt6913;TL;749989;N6913;N-7414;TR00000000005574143
nt6914;TL;749990;N6914;N-7415;TR00000000005574144
nt6915;TL;749991;N6915;N-7416;TR00000000005574145
nt6916;TL;749992;N6916;N-7417;TR00000000005574146
nt6917;TL;749993;N6917;N-7418;TR00000000005574147
nt6918;TL;749994;N6918;N-7419;TR00000000005574148
nt6919;TL;749995;N6919;N-7420;TR00000000005574149
nt6920;TL;749996;N6920;N-7421;TR00000000005574150
nt6921;TL;749997;N6921;N-7422;TR00000000005574151
nt6922;TL;749998;N6922;N-7423;TR00000000005574152
nt6923;TL;749999;N6923;N-7424;TR00000000005574153
nt6924;TL;750000;N6924;N-7425;TR00000000005574154
nt6925;TL;750001;N6925;N-7426;TR00000000005574155
nt6926;TL;750002;N6926;N-7427;TR00000000005574156
nt6927;TL;750003;N6927;N-7428;TR00000000005574157
nt6928;TL;750004;N6928;N-7429;TR00000000005574158
nt6929;TL;750005;N6929;N-7430;TR00000000005574159
nt6930;TL;750006;N6930;N-7431;TR00000000005574160
nt6931;TL;750007;N6931;N-7432;TR00000000005574161
nt6932;TL;750008;N6932;N-7433;TR00000000005574162
nt6933;TL;750009;N6933;N-7434;TR00000000005574163
nt6934;TL;750010;N6934;N-7435;TR00000000005574164
nt6935;TL;750011;N6935;N-7436;TR00000000005574165
nt6936;TL;750012;N6936;N-7437;TR00000000005574166
nt6937;TL;750013;N6937;N-7438;TR00000000005574167
nt6938;TL;750014;N6938;N-7439;TR00000000005574168
nt6939;TL;750015;N6939;N-7440;TR00000000005574169
nt6940;TL;750016;N6940;N-7441;TR00000000005574170
nt6941;TL;750017;N6941;N-7442;TR00000000005574171
nt6942;TL;750018;N6942;N-7443;TR00000000005574172
nt6943;TL;750019;N6943;N-7444;TR00000000005574173
nt6944;TL;750020;N6944;N-7445;TR00000000005574174
nt6945;TL;750021;N6945;N-7446;TR00000000005574175
nt6946;TL;750022;N6946;N-7447;TR00000000005574176
